"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"95 years"	"95"	"2003"	"2003"	"Female"	"F"	2	Not Applicable	Not Applicable
	"95 years"	"95"	"2003"	"2003"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2003"	"2003"			4	Not Applicable	Not Applicable
	"95 years"	"95"	"2004"	"2004"	"Female"	"F"	1	Not Applicable	Not Applicable
	"95 years"	"95"	"2004"	"2004"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2004"	"2004"			2	Not Applicable	Not Applicable
	"95 years"	"95"	"2005"	"2005"	"Female"	"F"	4	Not Applicable	Not Applicable
	"95 years"	"95"	"2005"	"2005"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2005"	"2005"			6	Not Applicable	Not Applicable
	"95 years"	"95"	"2006"	"2006"	"Female"	"F"	3	Not Applicable	Not Applicable
	"95 years"	"95"	"2006"	"2006"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2006"	"2006"			4	Not Applicable	Not Applicable
	"95 years"	"95"	"2007"	"2007"	"Female"	"F"	2	Not Applicable	Not Applicable
	"95 years"	"95"	"2007"	"2007"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2007"	"2007"			4	Not Applicable	Not Applicable
	"95 years"	"95"	"2008"	"2008"	"Female"	"F"	5	Not Applicable	Not Applicable
	"95 years"	"95"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2008"	"2008"			5	Not Applicable	Not Applicable
	"95 years"	"95"	"2009"	"2009"	"Female"	"F"	3	Not Applicable	Not Applicable
	"95 years"	"95"	"2009"	"2009"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2009"	"2009"			6	Not Applicable	Not Applicable
	"95 years"	"95"	"2010"	"2010"	"Female"	"F"	4	Not Applicable	Not Applicable
	"95 years"	"95"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2010"	"2010"			4	Not Applicable	Not Applicable
	"95 years"	"95"	"2011"	"2011"	"Female"	"F"	3	Not Applicable	Not Applicable
	"95 years"	"95"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2011"	"2011"			3	Not Applicable	Not Applicable
	"95 years"	"95"	"2012"	"2012"	"Female"	"F"	6	Not Applicable	Not Applicable
	"95 years"	"95"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2012"	"2012"			6	Not Applicable	Not Applicable
	"95 years"	"95"	"2013"	"2013"	"Female"	"F"	1	Not Applicable	Not Applicable
	"95 years"	"95"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2013"	"2013"			1	Not Applicable	Not Applicable
	"95 years"	"95"	"2014"	"2014"	"Female"	"F"	8	Not Applicable	Not Applicable
	"95 years"	"95"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2014"	"2014"			8	Not Applicable	Not Applicable
	"95 years"	"95"	"2015"	"2015"	"Female"	"F"	3	Not Applicable	Not Applicable
	"95 years"	"95"	"2015"	"2015"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2015"	"2015"			6	Not Applicable	Not Applicable
	"95 years"	"95"	"2016"	"2016"	"Female"	"F"	6	Not Applicable	Not Applicable
	"95 years"	"95"	"2016"	"2016"	"Male"	"M"	4	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2016"	"2016"			10	Not Applicable	Not Applicable
	"95 years"	"95"	"2017"	"2017"	"Female"	"F"	6	Not Applicable	Not Applicable
	"95 years"	"95"	"2017"	"2017"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2017"	"2017"			8	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Female"	"F"	3	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2018"	"2018"			6	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Female"	"F"	2	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2019"	"2019"			5	Not Applicable	Not Applicable
"Total"	"95 years"	"95"					101	Not Applicable	Not Applicable
	"96 years"	"96"	"1999"	"1999"	"Female"	"F"	4	Not Applicable	Not Applicable
	"96 years"	"96"	"1999"	"1999"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"1999"	"1999"			5	Not Applicable	Not Applicable
	"96 years"	"96"	"2000"	"2000"	"Female"	"F"	1	Not Applicable	Not Applicable
	"96 years"	"96"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2000"	"2000"			1	Not Applicable	Not Applicable
	"96 years"	"96"	"2001"	"2001"	"Female"	"F"	0	Not Applicable	Not Applicable
	"96 years"	"96"	"2001"	"2001"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2001"	"2001"			1	Not Applicable	Not Applicable
	"96 years"	"96"	"2002"	"2002"	"Female"	"F"	1	Not Applicable	Not Applicable
	"96 years"	"96"	"2002"	"2002"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2002"	"2002"			3	Not Applicable	Not Applicable
	"96 years"	"96"	"2003"	"2003"	"Female"	"F"	2	Not Applicable	Not Applicable
	"96 years"	"96"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2003"	"2003"			2	Not Applicable	Not Applicable
	"96 years"	"96"	"2004"	"2004"	"Female"	"F"	0	Not Applicable	Not Applicable
	"96 years"	"96"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2004"	"2004"			0	Not Applicable	Not Applicable
	"96 years"	"96"	"2005"	"2005"	"Female"	"F"	1	Not Applicable	Not Applicable
	"96 years"	"96"	"2005"	"2005"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2005"	"2005"			4	Not Applicable	Not Applicable
	"96 years"	"96"	"2006"	"2006"	"Female"	"F"	4	Not Applicable	Not Applicable
	"96 years"	"96"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2006"	"2006"			4	Not Applicable	Not Applicable
	"96 years"	"96"	"2007"	"2007"	"Female"	"F"	2	Not Applicable	Not Applicable
	"96 years"	"96"	"2007"	"2007"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2007"	"2007"			4	Not Applicable	Not Applicable
	"96 years"	"96"	"2008"	"2008"	"Female"	"F"	2	Not Applicable	Not Applicable
	"96 years"	"96"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2008"	"2008"			2	Not Applicable	Not Applicable
	"96 years"	"96"	"2009"	"2009"	"Female"	"F"	3	Not Applicable	Not Applicable
	"96 years"	"96"	"2009"	"2009"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2009"	"2009"			4	Not Applicable	Not Applicable
	"96 years"	"96"	"2010"	"2010"	"Female"	"F"	3	Not Applicable	Not Applicable
	"96 years"	"96"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2010"	"2010"			3	Not Applicable	Not Applicable
	"96 years"	"96"	"2011"	"2011"	"Female"	"F"	2	Not Applicable	Not Applicable
	"96 years"	"96"	"2011"	"2011"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2011"	"2011"			4	Not Applicable	Not Applicable
	"96 years"	"96"	"2012"	"2012"	"Female"	"F"	3	Not Applicable	Not Applicable
	"96 years"	"96"	"2012"	"2012"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2012"	"2012"			4	Not Applicable	Not Applicable
	"96 years"	"96"	"2013"	"2013"	"Female"	"F"	2	Not Applicable	Not Applicable
	"96 years"	"96"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2013"	"2013"			2	Not Applicable	Not Applicable
	"96 years"	"96"	"2014"	"2014"	"Female"	"F"	5	Not Applicable	Not Applicable
	"96 years"	"96"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2014"	"2014"			5	Not Applicable	Not Applicable
	"96 years"	"96"	"2015"	"2015"	"Female"	"F"	1	Not Applicable	Not Applicable
	"96 years"	"96"	"2015"	"2015"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2015"	"2015"			2	Not Applicable	Not Applicable
	"96 years"	"96"	"2016"	"2016"	"Female"	"F"	5	Not Applicable	Not Applicable
	"96 years"	"96"	"2016"	"2016"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2016"	"2016"			5	Not Applicable	Not Applicable
	"96 years"	"96"	"2017"	"2017"	"Female"	"F"	5	Not Applicable	Not Applicable
	"96 years"	"96"	"2017"	"2017"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2017"	"2017"			8	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Female"	"F"	4	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Male"	"M"	4	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2018"	"2018"			8	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Female"	"F"	3	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2019"	"2019"			4	Not Applicable	Not Applicable
"Total"	"96 years"	"96"					75	Not Applicable	Not Applicable
	"97 years"	"97"	"1999"	"1999"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"1999"	"1999"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"1999"	"1999"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2000"	"2000"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2000"	"2000"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2000"	"2000"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2001"	"2001"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2001"	"2001"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2002"	"2002"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2002"	"2002"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2003"	"2003"	"Female"	"F"	1	Not Applicable	Not Applicable
	"97 years"	"97"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2003"	"2003"			1	Not Applicable	Not Applicable
	"97 years"	"97"	"2004"	"2004"	"Female"	"F"	3	Not Applicable	Not Applicable
	"97 years"	"97"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2004"	"2004"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2005"	"2005"	"Female"	"F"	0	Not Applicable	Not Applicable
	"97 years"	"97"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2005"	"2005"			0	Not Applicable	Not Applicable
	"97 years"	"97"	"2006"	"2006"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2006"	"2006"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2006"	"2006"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2007"	"2007"	"Female"	"F"	3	Not Applicable	Not Applicable
	"97 years"	"97"	"2007"	"2007"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2007"	"2007"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2008"	"2008"	"Female"	"F"	1	Not Applicable	Not Applicable
	"97 years"	"97"	"2008"	"2008"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2008"	"2008"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2009"	"2009"	"Female"	"F"	4	Not Applicable	Not Applicable
	"97 years"	"97"	"2009"	"2009"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2009"	"2009"			6	Not Applicable	Not Applicable
	"97 years"	"97"	"2010"	"2010"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2010"	"2010"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2011"	"2011"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2011"	"2011"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2012"	"2012"	"Female"	"F"	3	Not Applicable	Not Applicable
	"97 years"	"97"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2012"	"2012"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2013"	"2013"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2013"	"2013"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2014"	"2014"	"Female"	"F"	1	Not Applicable	Not Applicable
	"97 years"	"97"	"2014"	"2014"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2014"	"2014"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2015"	"2015"	"Female"	"F"	2	Not Applicable	Not Applicable
	"97 years"	"97"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2015"	"2015"			2	Not Applicable	Not Applicable
	"97 years"	"97"	"2016"	"2016"	"Female"	"F"	3	Not Applicable	Not Applicable
	"97 years"	"97"	"2016"	"2016"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2016"	"2016"			4	Not Applicable	Not Applicable
	"97 years"	"97"	"2017"	"2017"	"Female"	"F"	3	Not Applicable	Not Applicable
	"97 years"	"97"	"2017"	"2017"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2017"	"2017"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Female"	"F"	3	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2018"	"2018"			3	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Female"	"F"	1	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"97 years"	"97"	"2019"	"2019"			2	Not Applicable	Not Applicable
"Total"	"97 years"	"97"					54	Not Applicable	Not Applicable
	"98 years"	"98"	"1999"	"1999"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"1999"	"1999"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"1999"	"1999"			3	Not Applicable	Not Applicable
	"98 years"	"98"	"2000"	"2000"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2000"	"2000"			1	Not Applicable	Not Applicable
	"98 years"	"98"	"2001"	"2001"	"Female"	"F"	2	Not Applicable	Not Applicable
	"98 years"	"98"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2001"	"2001"			2	Not Applicable	Not Applicable
	"98 years"	"98"	"2002"	"2002"	"Female"	"F"	0	Not Applicable	Not Applicable
	"98 years"	"98"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2002"	"2002"			0	Not Applicable	Not Applicable
	"98 years"	"98"	"2003"	"2003"	"Female"	"F"	0	Not Applicable	Not Applicable
	"98 years"	"98"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2003"	"2003"			0	Not Applicable	Not Applicable
	"98 years"	"98"	"2004"	"2004"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2004"	"2004"			1	Not Applicable	Not Applicable
	"98 years"	"98"	"2005"	"2005"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2005"	"2005"			1	Not Applicable	Not Applicable
	"98 years"	"98"	"2006"	"2006"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2006"	"2006"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2006"	"2006"			2	Not Applicable	Not Applicable
	"98 years"	"98"	"2007"	"2007"	"Female"	"F"	3	Not Applicable	Not Applicable
	"98 years"	"98"	"2007"	"2007"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2007"	"2007"			5	Not Applicable	Not Applicable
	"98 years"	"98"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable
	"98 years"	"98"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2008"	"2008"			0	Not Applicable	Not Applicable
	"98 years"	"98"	"2009"	"2009"	"Female"	"F"	3	Not Applicable	Not Applicable
	"98 years"	"98"	"2009"	"2009"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2009"	"2009"			4	Not Applicable	Not Applicable
	"98 years"	"98"	"2010"	"2010"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2010"	"2010"			1	Not Applicable	Not Applicable
	"98 years"	"98"	"2011"	"2011"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2011"	"2011"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2011"	"2011"			3	Not Applicable	Not Applicable
	"98 years"	"98"	"2012"	"2012"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2012"	"2012"			1	Not Applicable	Not Applicable
	"98 years"	"98"	"2013"	"2013"	"Female"	"F"	2	Not Applicable	Not Applicable
	"98 years"	"98"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2013"	"2013"			2	Not Applicable	Not Applicable
	"98 years"	"98"	"2014"	"2014"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2014"	"2014"			1	Not Applicable	Not Applicable
	"98 years"	"98"	"2015"	"2015"	"Female"	"F"	3	Not Applicable	Not Applicable
	"98 years"	"98"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2015"	"2015"			3	Not Applicable	Not Applicable
	"98 years"	"98"	"2016"	"2016"	"Female"	"F"	4	Not Applicable	Not Applicable
	"98 years"	"98"	"2016"	"2016"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2016"	"2016"			5	Not Applicable	Not Applicable
	"98 years"	"98"	"2017"	"2017"	"Female"	"F"	4	Not Applicable	Not Applicable
	"98 years"	"98"	"2017"	"2017"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2017"	"2017"			5	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2018"	"2018"			0	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Female"	"F"	1	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"98 years"	"98"	"2019"	"2019"			1	Not Applicable	Not Applicable
"Total"	"98 years"	"98"					41	Not Applicable	Not Applicable
	"99 years"	"99"	"1999"	"1999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"1999"	"1999"			0	Not Applicable	Not Applicable
	"99 years"	"99"	"2000"	"2000"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2000"	"2000"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2000"	"2000"			3	Not Applicable	Not Applicable
	"99 years"	"99"	"2001"	"2001"	"Female"	"F"	2	Not Applicable	Not Applicable
	"99 years"	"99"	"2001"	"2001"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2001"	"2001"			3	Not Applicable	Not Applicable
	"99 years"	"99"	"2002"	"2002"	"Female"	"F"	2	Not Applicable	Not Applicable
	"99 years"	"99"	"2002"	"2002"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2002"	"2002"			3	Not Applicable	Not Applicable
	"99 years"	"99"	"2003"	"2003"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2003"	"2003"			1	Not Applicable	Not Applicable
	"99 years"	"99"	"2004"	"2004"	"Female"	"F"	3	Not Applicable	Not Applicable
	"99 years"	"99"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2004"	"2004"			3	Not Applicable	Not Applicable
	"99 years"	"99"	"2005"	"2005"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2005"	"2005"			1	Not Applicable	Not Applicable
	"99 years"	"99"	"2006"	"2006"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2006"	"2006"			0	Not Applicable	Not Applicable
	"99 years"	"99"	"2007"	"2007"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"2007"	"2007"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2007"	"2007"			0	Not Applicable	Not Applicable
	"99 years"	"99"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2008"	"2008"			0	Not Applicable	Not Applicable
	"99 years"	"99"	"2009"	"2009"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2009"	"2009"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2009"	"2009"			2	Not Applicable	Not Applicable
	"99 years"	"99"	"2010"	"2010"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2010"	"2010"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2010"	"2010"			2	Not Applicable	Not Applicable
	"99 years"	"99"	"2011"	"2011"	"Female"	"F"	2	Not Applicable	Not Applicable
	"99 years"	"99"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2011"	"2011"			2	Not Applicable	Not Applicable
	"99 years"	"99"	"2012"	"2012"	"Female"	"F"	2	Not Applicable	Not Applicable
	"99 years"	"99"	"2012"	"2012"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2012"	"2012"			3	Not Applicable	Not Applicable
	"99 years"	"99"	"2013"	"2013"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"2013"	"2013"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2013"	"2013"			1	Not Applicable	Not Applicable
	"99 years"	"99"	"2014"	"2014"	"Female"	"F"	2	Not Applicable	Not Applicable
	"99 years"	"99"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2014"	"2014"			2	Not Applicable	Not Applicable
	"99 years"	"99"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2015"	"2015"			0	Not Applicable	Not Applicable
	"99 years"	"99"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable
	"99 years"	"99"	"2016"	"2016"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2016"	"2016"			1	Not Applicable	Not Applicable
	"99 years"	"99"	"2017"	"2017"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2017"	"2017"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2017"	"2017"			2	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Female"	"F"	1	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2018"	"2018"			3	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Female"	"F"	4	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"99 years"	"99"	"2019"	"2019"			6	Not Applicable	Not Applicable
"Total"	"99 years"	"99"					38	Not Applicable	Not Applicable
	"100+ years"	"100"	"1999"	"1999"	"Female"	"F"	1	Not Applicable	Not Applicable
	"100+ years"	"100"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"100+ years"	"100"	"1999"	"1999"			1	Not Applicable	Not Applicable
	"100+ years"	"100"	"2000"	"2000"	"Female"	"F"	0	Not Applicable	Not Applicable
	"100+ years"	"100"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"100+ years"	"100"	"2000"	"2000"			0	Not Applicable	Not Applicable
	"100+ years"	"100"	"2001"	"2001"	"Female"	"F"	2	Not Applicable	Not Applicable
