"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Total"	"13 years"	"13"	"2018"	"2018"			676	4156887	16.3
	"13 years"	"13"	"2019"	"2019"	"Female"	"F"	293	2042234	14.3
	"13 years"	"13"	"2019"	"2019"	"Male"	"M"	394	2132987	18.5
"Total"	"13 years"	"13"	"2019"	"2019"			687	4175221	16.5
"Total"	"13 years"	"13"					15706	87678689	17.9
	"14 years"	"14"	"1999"	"1999"	"Female"	"F"	405	1955864	20.7
	"14 years"	"14"	"1999"	"1999"	"Male"	"M"	754	2059148	36.6
"Total"	"14 years"	"14"	"1999"	"1999"			1159	4015012	28.9
	"14 years"	"14"	"2000"	"2000"	"Female"	"F"	436	1972671	22.1
	"14 years"	"14"	"2000"	"2000"	"Male"	"M"	725	2079560	34.9
"Total"	"14 years"	"14"	"2000"	"2000"			1161	4052231	28.7
	"14 years"	"14"	"2001"	"2001"	"Female"	"F"	418	1979876	21.1
	"14 years"	"14"	"2001"	"2001"	"Male"	"M"	670	2079494	32.2
"Total"	"14 years"	"14"	"2001"	"2001"			1088	4059370	26.8
	"14 years"	"14"	"2002"	"2002"	"Female"	"F"	421	2015047	20.9
	"14 years"	"14"	"2002"	"2002"	"Male"	"M"	673	2117462	31.8
"Total"	"14 years"	"14"	"2002"	"2002"			1094	4132509	26.5
	"14 years"	"14"	"2003"	"2003"	"Female"	"F"	361	2058247	17.5
	"14 years"	"14"	"2003"	"2003"	"Male"	"M"	722	2163637	33.4
"Total"	"14 years"	"14"	"2003"	"2003"			1083	4221884	25.7
	"14 years"	"14"	"2004"	"2004"	"Female"	"F"	470	2147180	21.9
	"14 years"	"14"	"2004"	"2004"	"Male"	"M"	704	2261079	31.1
"Total"	"14 years"	"14"	"2004"	"2004"			1174	4408259	26.6
	"14 years"	"14"	"2005"	"2005"	"Female"	"F"	416	2122621	19.6
	"14 years"	"14"	"2005"	"2005"	"Male"	"M"	743	2230595	33.3
"Total"	"14 years"	"14"	"2005"	"2005"			1159	4353216	26.6
	"14 years"	"14"	"2006"	"2006"	"Female"	"F"	355	2102559	16.9
	"14 years"	"14"	"2006"	"2006"	"Male"	"M"	637	2205891	28.9
"Total"	"14 years"	"14"	"2006"	"2006"			992	4308450	23.0
	"14 years"	"14"	"2007"	"2007"	"Female"	"F"	352	2074283	17.0
	"14 years"	"14"	"2007"	"2007"	"Male"	"M"	627	2185221	28.7
"Total"	"14 years"	"14"	"2007"	"2007"			979	4259504	23.0
	"14 years"	"14"	"2008"	"2008"	"Female"	"F"	336	2046376	16.4
	"14 years"	"14"	"2008"	"2008"	"Male"	"M"	555	2151718	25.8
"Total"	"14 years"	"14"	"2008"	"2008"			891	4198094	21.2
	"14 years"	"14"	"2009"	"2009"	"Female"	"F"	318	2039626	15.6
	"14 years"	"14"	"2009"	"2009"	"Male"	"M"	523	2146254	24.4
"Total"	"14 years"	"14"	"2009"	"2009"			841	4185880	20.1
	"14 years"	"14"	"2010"	"2010"	"Female"	"F"	313	2030439	15.4
	"14 years"	"14"	"2010"	"2010"	"Male"	"M"	514	2135543	24.1
"Total"	"14 years"	"14"	"2010"	"2010"			827	4165982	19.9
	"14 years"	"14"	"2011"	"2011"	"Female"	"F"	330	2018718	16.3
	"14 years"	"14"	"2011"	"2011"	"Male"	"M"	520	2110202	24.6
"Total"	"14 years"	"14"	"2011"	"2011"			850	4128920	20.6
	"14 years"	"14"	"2012"	"2012"	"Female"	"F"	307	2019557	15.2
	"14 years"	"14"	"2012"	"2012"	"Male"	"M"	516	2115717	24.4
"Total"	"14 years"	"14"	"2012"	"2012"			823	4135274	19.9
	"14 years"	"14"	"2013"	"2013"	"Female"	"F"	302	2025677	14.9
	"14 years"	"14"	"2013"	"2013"	"Male"	"M"	498	2121762	23.5
"Total"	"14 years"	"14"	"2013"	"2013"			800	4147439	19.3
	"14 years"	"14"	"2014"	"2014"	"Female"	"F"	287	2068252	13.9
	"14 years"	"14"	"2014"	"2014"	"Male"	"M"	505	2164228	23.3
"Total"	"14 years"	"14"	"2014"	"2014"			792	4232480	18.7
	"14 years"	"14"	"2015"	"2015"	"Female"	"F"	352	2049167	17.2
	"14 years"	"14"	"2015"	"2015"	"Male"	"M"	549	2136219	25.7
"Total"	"14 years"	"14"	"2015"	"2015"			901	4185386	21.5
	"14 years"	"14"	"2016"	"2016"	"Female"	"F"	354	2006259	17.6
	"14 years"	"14"	"2016"	"2016"	"Male"	"M"	509	2087472	24.4
"Total"	"14 years"	"14"	"2016"	"2016"			863	4093731	21.1
	"14 years"	"14"	"2017"	"2017"	"Female"	"F"	337	2022552	16.7
	"14 years"	"14"	"2017"	"2017"	"Male"	"M"	561	2104753	26.7
"Total"	"14 years"	"14"	"2017"	"2017"			898	4127305	21.8
	"14 years"	"14"	"2018"	"2018"	"Female"	"F"	321	2041460	15.7
	"14 years"	"14"	"2018"	"2018"	"Male"	"M"	569	2125611	26.8
"Total"	"14 years"	"14"	"2018"	"2018"			890	4167071	21.4
	"14 years"	"14"	"2019"	"2019"	"Female"	"F"	324	2038819	15.9
	"14 years"	"14"	"2019"	"2019"	"Male"	"M"	536	2125640	25.2
"Total"	"14 years"	"14"	"2019"	"2019"			860	4164459	20.7
"Total"	"14 years"	"14"					20125	87742456	22.9
	"15 years"	"15"	"1999"	"1999"	"Female"	"F"	512	1913334	26.8
	"15 years"	"15"	"1999"	"1999"	"Male"	"M"	997	2025818	49.2
"Total"	"15 years"	"15"	"1999"	"1999"			1509	3939152	38.3
	"15 years"	"15"	"2000"	"2000"	"Female"	"F"	540	1954277	27.6
	"15 years"	"15"	"2000"	"2000"	"Male"	"M"	1019	2065127	49.3
"Total"	"15 years"	"15"	"2000"	"2000"			1559	4019404	38.8
	"15 years"	"15"	"2001"	"2001"	"Female"	"F"	499	1987434	25.1
	"15 years"	"15"	"2001"	"2001"	"Male"	"M"	962	2096444	45.9
"Total"	"15 years"	"15"	"2001"	"2001"			1461	4083878	35.8
	"15 years"	"15"	"2002"	"2002"	"Female"	"F"	506	1996259	25.3
	"15 years"	"15"	"2002"	"2002"	"Male"	"M"	911	2101617	43.3
"Total"	"15 years"	"15"	"2002"	"2002"			1417	4097876	34.6
	"15 years"	"15"	"2003"	"2003"	"Female"	"F"	489	2032351	24.1
	"15 years"	"15"	"2003"	"2003"	"Male"	"M"	908	2140303	42.4
"Total"	"15 years"	"15"	"2003"	"2003"			1397	4172654	33.5
	"15 years"	"15"	"2004"	"2004"	"Female"	"F"	536	2076760	25.8
	"15 years"	"15"	"2004"	"2004"	"Male"	"M"	991	2188103	45.3
"Total"	"15 years"	"15"	"2004"	"2004"			1527	4264863	35.8
	"15 years"	"15"	"2005"	"2005"	"Female"	"F"	486	2168521	22.4
	"15 years"	"15"	"2005"	"2005"	"Male"	"M"	1028	2288448	44.9
"Total"	"15 years"	"15"	"2005"	"2005"			1514	4456969	34.0
	"15 years"	"15"	"2006"	"2006"	"Female"	"F"	475	2146323	22.1
	"15 years"	"15"	"2006"	"2006"	"Male"	"M"	939	2260192	41.5
"Total"	"15 years"	"15"	"2006"	"2006"			1414	4406515	32.1
	"15 years"	"15"	"2007"	"2007"	"Female"	"F"	469	2127798	22.0
	"15 years"	"15"	"2007"	"2007"	"Male"	"M"	903	2236697	40.4
"Total"	"15 years"	"15"	"2007"	"2007"			1372	4364495	31.4
	"15 years"	"15"	"2008"	"2008"	"Female"	"F"	467	2101218	22.2
	"15 years"	"15"	"2008"	"2008"	"Male"	"M"	836	2217764	37.7
"Total"	"15 years"	"15"	"2008"	"2008"			1303	4318982	30.2
	"15 years"	"15"	"2009"	"2009"	"Female"	"F"	406	2074716	19.6
	"15 years"	"15"	"2009"	"2009"	"Male"	"M"	753	2185191	34.5
"Total"	"15 years"	"15"	"2009"	"2009"			1159	4259907	27.2
	"15 years"	"15"	"2010"	"2010"	"Female"	"F"	362	2065798	17.5
	"15 years"	"15"	"2010"	"2010"	"Male"	"M"	702	2177022	32.2
"Total"	"15 years"	"15"	"2010"	"2010"			1064	4242820	25.1
	"15 years"	"15"	"2011"	"2011"	"Female"	"F"	361	2027333	17.8
	"15 years"	"15"	"2011"	"2011"	"Male"	"M"	654	2129503	30.7
"Total"	"15 years"	"15"	"2011"	"2011"			1015	4156836	24.4
	"15 years"	"15"	"2012"	"2012"	"Female"	"F"	392	2025654	19.4
	"15 years"	"15"	"2012"	"2012"	"Male"	"M"	696	2118360	32.9
"Total"	"15 years"	"15"	"2012"	"2012"			1088	4144014	26.3
	"15 years"	"15"	"2013"	"2013"	"Female"	"F"	348	2025522	17.2
	"15 years"	"15"	"2013"	"2013"	"Male"	"M"	698	2121923	32.9
"Total"	"15 years"	"15"	"2013"	"2013"			1046	4147445	25.2
	"15 years"	"15"	"2014"	"2014"	"Female"	"F"	367	2035299	18.0
	"15 years"	"15"	"2014"	"2014"	"Male"	"M"	654	2128424	30.7
"Total"	"15 years"	"15"	"2014"	"2014"			1021	4163723	24.5
	"15 years"	"15"	"2015"	"2015"	"Female"	"F"	368	2076753	17.7
	"15 years"	"15"	"2015"	"2015"	"Male"	"M"	723	2172989	33.3
"Total"	"15 years"	"15"	"2015"	"2015"			1091	4249742	25.7
	"15 years"	"15"	"2016"	"2016"	"Female"	"F"	399	2054841	19.4
	"15 years"	"15"	"2016"	"2016"	"Male"	"M"	771	2142150	36.0
"Total"	"15 years"	"15"	"2016"	"2016"			1170	4196991	27.9
	"15 years"	"15"	"2017"	"2017"	"Female"	"F"	423	2015751	21.0
	"15 years"	"15"	"2017"	"2017"	"Male"	"M"	796	2098809	37.9
"Total"	"15 years"	"15"	"2017"	"2017"			1219	4114560	29.6
	"15 years"	"15"	"2018"	"2018"	"Female"	"F"	397	2029592	19.6
	"15 years"	"15"	"2018"	"2018"	"Male"	"M"	789	2111626	37.4
"Total"	"15 years"	"15"	"2018"	"2018"			1186	4141218	28.6
	"15 years"	"15"	"2019"	"2019"	"Female"	"F"	383	2045739	18.7
	"15 years"	"15"	"2019"	"2019"	"Male"	"M"	754	2129720	35.4
"Total"	"15 years"	"15"	"2019"	"2019"			1137	4175459	27.2
"Total"	"15 years"	"15"					26669	88117503	30.3
	"16 years"	"16"	"1999"	"1999"	"Female"	"F"	784	1948049	40.2
	"16 years"	"16"	"1999"	"1999"	"Male"	"M"	1570	2072256	75.8
"Total"	"16 years"	"16"	"1999"	"1999"			2354	4020305	58.6
	"16 years"	"16"	"2000"	"2000"	"Female"	"F"	716	1926439	37.2
	"16 years"	"16"	"2000"	"2000"	"Male"	"M"	1493	2048582	72.9
"Total"	"16 years"	"16"	"2000"	"2000"			2209	3975021	55.6
	"16 years"	"16"	"2001"	"2001"	"Female"	"F"	741	1992853	37.2
	"16 years"	"16"	"2001"	"2001"	"Male"	"M"	1441	2115451	68.1
"Total"	"16 years"	"16"	"2001"	"2001"			2182	4108304	53.1
	"16 years"	"16"	"2002"	"2002"	"Female"	"F"	773	2004322	38.6
	"16 years"	"16"	"2002"	"2002"	"Male"	"M"	1567	2122639	73.8
"Total"	"16 years"	"16"	"2002"	"2002"			2340	4126961	56.7
	"16 years"	"16"	"2003"	"2003"	"Female"	"F"	705	2012581	35.0
	"16 years"	"16"	"2003"	"2003"	"Male"	"M"	1481	2126560	69.6
"Total"	"16 years"	"16"	"2003"	"2003"			2186	4139141	52.8
	"16 years"	"16"	"2004"	"2004"	"Female"	"F"	739	2048548	36.1
	"16 years"	"16"	"2004"	"2004"	"Male"	"M"	1471	2165214	67.9
"Total"	"16 years"	"16"	"2004"	"2004"			2210	4213762	52.4
	"16 years"	"16"	"2005"	"2005"	"Female"	"F"	676	2094194	32.3
	"16 years"	"16"	"2005"	"2005"	"Male"	"M"	1430	2213951	64.6
"Total"	"16 years"	"16"	"2005"	"2005"			2106	4308145	48.9
	"16 years"	"16"	"2006"	"2006"	"Female"	"F"	705	2187586	32.2
	"16 years"	"16"	"2006"	"2006"	"Male"	"M"	1447	2315411	62.5
"Total"	"16 years"	"16"	"2006"	"2006"			2152	4502997	47.8
	"16 years"	"16"	"2007"	"2007"	"Female"	"F"	672	2165619	31.0
	"16 years"	"16"	"2007"	"2007"	"Male"	"M"	1337	2286631	58.5
"Total"	"16 years"	"16"	"2007"	"2007"			2009	4452250	45.1
	"16 years"	"16"	"2008"	"2008"	"Female"	"F"	573	2147828	26.7
	"16 years"	"16"	"2008"	"2008"	"Male"	"M"	1258	2263348	55.6
"Total"	"16 years"	"16"	"2008"	"2008"			1831	4411176	41.5
	"16 years"	"16"	"2009"	"2009"	"Female"	"F"	565	2121530	26.6
	"16 years"	"16"	"2009"	"2009"	"Male"	"M"	1153	2243808	51.4
"Total"	"16 years"	"16"	"2009"	"2009"			1718	4365338	39.4
	"16 years"	"16"	"2010"	"2010"	"Female"	"F"	514	2100105	24.5
	"16 years"	"16"	"2010"	"2010"	"Male"	"M"	1100	2216034	49.6
"Total"	"16 years"	"16"	"2010"	"2010"			1614	4316139	37.4
	"16 years"	"16"	"2011"	"2011"	"Female"	"F"	497	2066353	24.1
	"16 years"	"16"	"2011"	"2011"	"Male"	"M"	1039	2179126	47.7
"Total"	"16 years"	"16"	"2011"	"2011"			1536	4245479	36.2
	"16 years"	"16"	"2012"	"2012"	"Female"	"F"	497	2035449	24.4
	"16 years"	"16"	"2012"	"2012"	"Male"	"M"	962	2138825	45.0
"Total"	"16 years"	"16"	"2012"	"2012"			1459	4174274	35.0
	"16 years"	"16"	"2013"	"2013"	"Female"	"F"	422	2032193	20.8
	"16 years"	"16"	"2013"	"2013"	"Male"	"M"	931	2125923	43.8
"Total"	"16 years"	"16"	"2013"	"2013"			1353	4158116	32.5
	"16 years"	"16"	"2014"	"2014"	"Female"	"F"	439	2036296	21.6
	"16 years"	"16"	"2014"	"2014"	"Male"	"M"	995	2130938	46.7
"Total"	"16 years"	"16"	"2014"	"2014"			1434	4167234	34.4
	"16 years"	"16"	"2015"	"2015"	"Female"	"F"	486	2045025	23.8
	"16 years"	"16"	"2015"	"2015"	"Male"	"M"	988	2139271	46.2
"Total"	"16 years"	"16"	"2015"	"2015"			1474	4184296	35.2
	"16 years"	"16"	"2016"	"2016"	"Female"	"F"	507	2084083	24.3
	"16 years"	"16"	"2016"	"2016"	"Male"	"M"	1073	2181141	49.2
"Total"	"16 years"	"16"	"2016"	"2016"			1580	4265224	37.0
	"16 years"	"16"	"2017"	"2017"	"Female"	"F"	512	2066782	24.8
	"16 years"	"16"	"2017"	"2017"	"Male"	"M"	1169	2155909	54.2
"Total"	"16 years"	"16"	"2017"	"2017"			1681	4222691	39.8
	"16 years"	"16"	"2018"	"2018"	"Female"	"F"	472	2023998	23.3
	"16 years"	"16"	"2018"	"2018"	"Male"	"M"	1021	2106746	48.5
"Total"	"16 years"	"16"	"2018"	"2018"			1493	4130744	36.1
	"16 years"	"16"	"2019"	"2019"	"Female"	"F"	445	2034255	21.9
	"16 years"	"16"	"2019"	"2019"	"Male"	"M"	1040	2116165	49.1
"Total"	"16 years"	"16"	"2019"	"2019"			1485	4150420	35.8
"Total"	"16 years"	"16"					38406	88638017	43.3
	"17 years"	"17"	"1999"	"1999"	"Female"	"F"	892	1947136	45.8
	"17 years"	"17"	"1999"	"1999"	"Male"	"M"	2012	2084088	96.5
"Total"	"17 years"	"17"	"1999"	"1999"			2904	4031224	72.0
	"17 years"	"17"	"2000"	"2000"	"Female"	"F"	784	1954732	40.1
	"17 years"	"17"	"2000"	"2000"	"Male"	"M"	1952	2091280	93.3
"Total"	"17 years"	"17"	"2000"	"2000"			2736	4046012	67.6
	"17 years"	"17"	"2001"	"2001"	"Female"	"F"	849	1947338	43.6
	"17 years"	"17"	"2001"	"2001"	"Male"	"M"	1922	2081398	92.3
"Total"	"17 years"	"17"	"2001"	"2001"			2771	4028736	68.8
	"17 years"	"17"	"2002"	"2002"	"Female"	"F"	872	2007233	43.4
	"17 years"	"17"	"2002"	"2002"	"Male"	"M"	1901	2141357	88.8
"Total"	"17 years"	"17"	"2002"	"2002"			2773	4148590	66.8
	"17 years"	"17"	"2003"	"2003"	"Female"	"F"	794	2015547	39.4
	"17 years"	"17"	"2003"	"2003"	"Male"	"M"	1908	2144766	89.0
"Total"	"17 years"	"17"	"2003"	"2003"			2702	4160313	64.9
	"17 years"	"17"	"2004"	"2004"	"Female"	"F"	819	2021150	40.5
	"17 years"	"17"	"2004"	"2004"	"Male"	"M"	1893	2146158	88.2
"Total"	"17 years"	"17"	"2004"	"2004"			2712	4167308	65.1
	"17 years"	"17"	"2005"	"2005"	"Female"	"F"	811	2055847	39.4
	"17 years"	"17"	"2005"	"2005"	"Male"	"M"	1949	2183662	89.3
"Total"	"17 years"	"17"	"2005"	"2005"			2760	4239509	65.1
	"17 years"	"17"	"2006"	"2006"	"Female"	"F"	766	2100214	36.5
	"17 years"	"17"	"2006"	"2006"	"Male"	"M"	1958	2231279	87.8
"Total"	"17 years"	"17"	"2006"	"2006"			2724	4331493	62.9
	"17 years"	"17"	"2007"	"2007"	"Female"	"F"	746	2191076	34.0
	"17 years"	"17"	"2007"	"2007"	"Male"	"M"	1847	2329969	79.3
"Total"	"17 years"	"17"	"2007"	"2007"			2593	4521045	57.4
	"17 years"	"17"	"2008"	"2008"	"Female"	"F"	681	2167548	31.4
	"17 years"	"17"	"2008"	"2008"	"Male"	"M"	1718	2299512	74.7
"Total"	"17 years"	"17"	"2008"	"2008"			2399	4467060	53.7
	"17 years"	"17"	"2009"	"2009"	"Female"	"F"	689	2147758	32.1
	"17 years"	"17"	"2009"	"2009"	"Male"	"M"	1561	2273583	68.7
"Total"	"17 years"	"17"	"2009"	"2009"			2250	4421341	50.9
	"17 years"	"17"	"2010"	"2010"	"Female"	"F"	578	2132142	27.1
	"17 years"	"17"	"2010"	"2010"	"Male"	"M"	1471	2263153	65.0
"Total"	"17 years"	"17"	"2010"	"2010"			2049	4395295	46.6
	"17 years"	"17"	"2011"	"2011"	"Female"	"F"	618	2105118	29.4
	"17 years"	"17"	"2011"	"2011"	"Male"	"M"	1392	2225733	62.5
"Total"	"17 years"	"17"	"2011"	"2011"			2010	4330851	46.4
	"17 years"	"17"	"2012"	"2012"	"Female"	"F"	520	2075821	25.1
	"17 years"	"17"	"2012"	"2012"	"Male"	"M"	1319	2189881	60.2
"Total"	"17 years"	"17"	"2012"	"2012"			1839	4265702	43.1
	"17 years"	"17"	"2013"	"2013"	"Female"	"F"	539	2042940	26.4
	"17 years"	"17"	"2013"	"2013"	"Male"	"M"	1301	2148248	60.6
"Total"	"17 years"	"17"	"2013"	"2013"			1840	4191188	43.9
	"17 years"	"17"	"2014"	"2014"	"Female"	"F"	544	2045897	26.6
	"17 years"	"17"	"2014"	"2014"	"Male"	"M"	1258	2138809	58.8
"Total"	"17 years"	"17"	"2014"	"2014"			1802	4184706	43.1
	"17 years"	"17"	"2015"	"2015"	"Female"	"F"	569	2049112	27.8
	"17 years"	"17"	"2015"	"2015"	"Male"	"M"	1409	2145174	65.7
"Total"	"17 years"	"17"	"2015"	"2015"			1978	4194286	47.2
	"17 years"	"17"	"2016"	"2016"	"Female"	"F"	613	2054585	29.8
	"17 years"	"17"	"2016"	"2016"	"Male"	"M"	1442	2150416	67.1
"Total"	"17 years"	"17"	"2016"	"2016"			2055	4205001	48.9
	"17 years"	"17"	"2017"	"2017"	"Female"	"F"	551	2098704	26.3
	"17 years"	"17"	"2017"	"2017"	"Male"	"M"	1411	2197871	64.2
"Total"	"17 years"	"17"	"2017"	"2017"			1962	4296575	45.7
	"17 years"	"17"	"2018"	"2018"	"Female"	"F"	594	2076491	28.6
	"17 years"	"17"	"2018"	"2018"	"Male"	"M"	1434	2165445	66.2
"Total"	"17 years"	"17"	"2018"	"2018"			2028	4241936	47.8
	"17 years"	"17"	"2019"	"2019"	"Female"	"F"	533	2029872	26.3
	"17 years"	"17"	"2019"	"2019"	"Male"	"M"	1353	2112553	64.0
"Total"	"17 years"	"17"	"2019"	"2019"			1886	4142425	45.5
"Total"	"17 years"	"17"					48773	89010596	54.8
	"18 years"	"18"	"1999"	"1999"	"Female"	"F"	904	1942583	46.5
	"18 years"	"18"	"1999"	"1999"	"Male"	"M"	2500	2047260	122.1
"Total"	"18 years"	"18"	"1999"	"1999"			3404	3989843	85.3
	"18 years"	"18"	"2000"	"2000"	"Female"	"F"	927	1972745	47.0
	"18 years"	"18"	"2000"	"2000"	"Male"	"M"	2440	2078853	117.4
"Total"	"18 years"	"18"	"2000"	"2000"			3367	4051598	83.1
	"18 years"	"18"	"2001"	"2001"	"Female"	"F"	830	1977996	42.0
	"18 years"	"18"	"2001"	"2001"	"Male"	"M"	2547	2124855	119.9
"Total"	"18 years"	"18"	"2001"	"2001"			3377	4102851	82.3
	"18 years"	"18"	"2002"	"2002"	"Female"	"F"	915	1971434	46.4
	"18 years"	"18"	"2002"	"2002"	"Male"	"M"	2524	2112882	119.5
"Total"	"18 years"	"18"	"2002"	"2002"			3439	4084316	84.2
	"18 years"	"18"	"2003"	"2003"	"Female"	"F"	983	2032257	48.4
	"18 years"	"18"	"2003"	"2003"	"Male"	"M"	2554	2169578	117.7
"Total"	"18 years"	"18"	"2003"	"2003"			3537	4201835	84.2
	"18 years"	"18"	"2004"	"2004"	"Female"	"F"	966	2041748	47.3
	"18 years"	"18"	"2004"	"2004"	"Male"	"M"	2525	2172313	116.2
"Total"	"18 years"	"18"	"2004"	"2004"			3491	4214061	82.8
	"18 years"	"18"	"2005"	"2005"	"Female"	"F"	905	2050714	44.1
	"18 years"	"18"	"2005"	"2005"	"Male"	"M"	2549	2174412	117.2
"Total"	"18 years"	"18"	"2005"	"2005"			3454	4225126	81.7
	"18 years"	"18"	"2006"	"2006"	"Female"	"F"	907	2088493	43.4
	"18 years"	"18"	"2006"	"2006"	"Male"	"M"	2632	2212557	119.0
"Total"	"18 years"	"18"	"2006"	"2006"			3539	4301050	82.3
	"18 years"	"18"	"2007"	"2007"	"Female"	"F"	928	2135140	43.5
	"18 years"	"18"	"2007"	"2007"	"Male"	"M"	2576	2259498	114.0
"Total"	"18 years"	"18"	"2007"	"2007"			3504	4394638	79.7
	"18 years"	"18"	"2008"	"2008"	"Female"	"F"	844	2230353	37.8
	"18 years"	"18"	"2008"	"2008"	"Male"	"M"	2433	2357770	103.2
"Total"	"18 years"	"18"	"2008"	"2008"			3277	4588123	71.4
	"18 years"	"18"	"2009"	"2009"	"Female"	"F"	827	2208513	37.4
	"18 years"	"18"	"2009"	"2009"	"Male"	"M"	2224	2326121	95.6
"Total"	"18 years"	"18"	"2009"	"2009"			3051	4534634	67.3
	"18 years"	"18"	"2010"	"2010"	"Female"	"F"	716	2195382	32.6
	"18 years"	"18"	"2010"	"2010"	"Male"	"M"	2184	2305473	94.7
"Total"	"18 years"	"18"	"2010"	"2010"			2900	4500855	64.4
	"18 years"	"18"	"2011"	"2011"	"Female"	"F"	694	2131424	32.6
	"18 years"	"18"	"2011"	"2011"	"Male"	"M"	2049	2264743	90.5
"Total"	"18 years"	"18"	"2011"	"2011"			2743	4396167	62.4
	"18 years"	"18"	"2012"	"2012"	"Female"	"F"	701	2116371	33.1
	"18 years"	"18"	"2012"	"2012"	"Male"	"M"	1971	2237646	88.1
"Total"	"18 years"	"18"	"2012"	"2012"			2672	4354017	61.4
	"18 years"	"18"	"2013"	"2013"	"Female"	"F"	655	2084906	31.4
	"18 years"	"18"	"2013"	"2013"	"Male"	"M"	1729	2200703	78.6
"Total"	"18 years"	"18"	"2013"	"2013"			2384	4285609	55.6
	"18 years"	"18"	"2014"	"2014"	"Female"	"F"	645	2060528	31.3
	"18 years"	"18"	"2014"	"2014"	"Male"	"M"	1800	2165062	83.1
"Total"	"18 years"	"18"	"2014"	"2014"			2445	4225590	57.9
	"18 years"	"18"	"2015"	"2015"	"Female"	"F"	743	2061954	36.0
	"18 years"	"18"	"2015"	"2015"	"Male"	"M"	1841	2156041	85.4
"Total"	"18 years"	"18"	"2015"	"2015"			2584	4217995	61.3
	"18 years"	"18"	"2016"	"2016"	"Female"	"F"	776	2060801	37.7
	"18 years"	"18"	"2016"	"2016"	"Male"	"M"	2040	2158502	94.5
"Total"	"18 years"	"18"	"2016"	"2016"			2816	4219303	66.7
	"18 years"	"18"	"2017"	"2017"	"Female"	"F"	744	2071758	35.9
	"18 years"	"18"	"2017"	"2017"	"Male"	"M"	2018	2169468	93.0
"Total"	"18 years"	"18"	"2017"	"2017"			2762	4241226	65.1
	"18 years"	"18"	"2018"	"2018"	"Female"	"F"	730	2109928	34.6
	"18 years"	"18"	"2018"	"2018"	"Male"	"M"	1971	2209794	89.2
"Total"	"18 years"	"18"	"2018"	"2018"			2701	4319722	62.5
	"18 years"	"18"	"2019"	"2019"	"Female"	"F"	760	2083442	36.5
	"18 years"	"18"	"2019"	"2019"	"Male"	"M"	1972	2172385	90.8
"Total"	"18 years"	"18"	"2019"	"2019"			2732	4255827	64.2
"Total"	"18 years"	"18"					64179	89704386	71.5
	"19 years"	"19"	"1999"	"1999"	"Female"	"F"	906	2010467	45.1
	"19 years"	"19"	"1999"	"1999"	"Male"	"M"	2701	2093611	129.0
"Total"	"19 years"	"19"	"1999"	"1999"			3607	4104078	87.9
	"19 years"	"19"	"2000"	"2000"	"Female"	"F"	899	2020693	44.5
	"19 years"	"19"	"2000"	"2000"	"Male"	"M"	2793	2107162	132.5
"Total"	"19 years"	"19"	"2000"	"2000"			3692	4127855	89.4
	"19 years"	"19"	"2001"	"2001"	"Female"	"F"	870	2003276	43.4
	"19 years"	"19"	"2001"	"2001"	"Male"	"M"	2894	2129239	135.9
"Total"	"19 years"	"19"	"2001"	"2001"			3764	4132515	91.1
	"19 years"	"19"	"2002"	"2002"	"Female"	"F"	902	2002631	45.0
	"19 years"	"19"	"2002"	"2002"	"Male"	"M"	2941	2149996	136.8
"Total"	"19 years"	"19"	"2002"	"2002"			3843	4152627	92.5
	"19 years"	"19"	"2003"	"2003"	"Female"	"F"	918	1993831	46.0
	"19 years"	"19"	"2003"	"2003"	"Male"	"M"	2855	2129392	134.1
"Total"	"19 years"	"19"	"2003"	"2003"			3773	4123223	91.5
	"19 years"	"19"	"2004"	"2004"	"Female"	"F"	968	2054587	47.1
	"19 years"	"19"	"2004"	"2004"	"Male"	"M"	2798	2187971	127.9
"Total"	"19 years"	"19"	"2004"	"2004"			3766	4242558	88.8
	"19 years"	"19"	"2005"	"2005"	"Female"	"F"	939	2065513	45.5
	"19 years"	"19"	"2005"	"2005"	"Male"	"M"	2930	2190952	133.7
"Total"	"19 years"	"19"	"2005"	"2005"			3869	4256465	90.9
	"19 years"	"19"	"2006"	"2006"	"Female"	"F"	968	2074677	46.7
	"19 years"	"19"	"2006"	"2006"	"Male"	"M"	2942	2190977	134.3
"Total"	"19 years"	"19"	"2006"	"2006"			3910	4265654	91.7
	"19 years"	"19"	"2007"	"2007"	"Female"	"F"	926	2111693	43.9
	"19 years"	"19"	"2007"	"2007"	"Male"	"M"	2895	2223695	130.2
"Total"	"19 years"	"19"	"2007"	"2007"			3821	4335388	88.1
	"19 years"	"19"	"2008"	"2008"	"Female"	"F"	884	2158201	41.0
	"19 years"	"19"	"2008"	"2008"	"Male"	"M"	2713	2267338	119.7
"Total"	"19 years"	"19"	"2008"	"2008"			3597	4425539	81.3
	"19 years"	"19"	"2009"	"2009"	"Female"	"F"	857	2252054	38.1
	"19 years"	"19"	"2009"	"2009"	"Male"	"M"	2485	2359536	105.3
"Total"	"19 years"	"19"	"2009"	"2009"			3342	4611590	72.5
	"19 years"	"19"	"2010"	"2010"	"Female"	"F"	851	2243250	37.9
	"19 years"	"19"	"2010"	"2010"	"Male"	"M"	2409	2341984	102.9
