"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"North Dakota"	"38"	"2016"	"2016"	140	757952	18.5	19.0
	"North Dakota"	"38"	"2017"	"2017"	154	755393	20.4	20.1
	"North Dakota"	"38"	"2018"	"2018"	147	760077	19.3	19.2
	"North Dakota"	"38"	"2019"	"2019"	137	762062	18.0	18.3
	"North Dakota"	"38"	"2020 "	"2020"	135	765309	17.6	18.2
	"Ohio"	"39"	"2010"	"2010"	1453	11536504	12.6	12.4
	"Ohio"	"39"	"2011"	"2011"	1484	11544951	12.9	12.5
	"Ohio"	"39"	"2012"	"2012"	1558	11544225	13.5	13.1
	"Ohio"	"39"	"2013"	"2013"	1547	11570808	13.4	13.0
	"Ohio"	"39"	"2014"	"2014"	1501	11594163	12.9	12.7
	"Ohio"	"39"	"2015"	"2015"	1664	11613423	14.3	14.0
	"Ohio"	"39"	"2016"	"2016"	1722	11614373	14.8	14.3
	"Ohio"	"39"	"2017"	"2017"	1756	11658609	15.1	14.9
	"Ohio"	"39"	"2018"	"2018"	1856	11689442	15.9	15.4
	"Ohio"	"39"	"2019"	"2019"	1816	11689100	15.5	15.2
	"Ohio"	"39"	"2020 "	"2020"	1658	11693217	14.2	13.9
	"Oklahoma"	"40"	"2010"	"2010"	624	3751351	16.6	16.7
	"Oklahoma"	"40"	"2011"	"2011"	696	3791508	18.4	18.6
	"Oklahoma"	"40"	"2012"	"2012"	673	3814820	17.6	17.7
	"Oklahoma"	"40"	"2013"	"2013"	669	3850568	17.4	17.3
	"Oklahoma"	"40"	"2014"	"2014"	739	3878051	19.1	19.2
	"Oklahoma"	"40"	"2015"	"2015"	797	3911338	20.4	20.5
	"Oklahoma"	"40"	"2016"	"2016"	829	3923561	21.1	21.2
	"Oklahoma"	"40"	"2017"	"2017"	769	3930864	19.6	19.5
	"Oklahoma"	"40"	"2018"	"2018"	800	3943079	20.3	20.2
	"Oklahoma"	"40"	"2019"	"2019"	821	3956971	20.7	20.6
	"Oklahoma"	"40"	"2020 "	"2020"	872	3980783	21.9	22.0
	"Oregon"	"41"	"2010"	"2010"	686	3831074	17.9	17.2
	"Oregon"	"41"	"2011"	"2011"	658	3871859	17.0	16.6
	"Oregon"	"41"	"2012"	"2012"	725	3899353	18.6	17.9
	"Oregon"	"41"	"2013"	"2013"	699	3930065	17.8	16.8
	"Oregon"	"41"	"2014"	"2014"	784	3970239	19.7	18.7
	"Oregon"	"41"	"2015"	"2015"	764	4028977	19.0	17.8
	"Oregon"	"41"	"2016"	"2016"	774	4093465	18.9	17.9
	"Oregon"	"41"	"2017"	"2017"	829	4142776	20.0	19.1
	"Oregon"	"41"	"2018"	"2018"	846	4190713	20.2	19.1
	"Oregon"	"41"	"2019"	"2019"	910	4217737	21.6	20.5
	"Oregon"	"41"	"2020 "	"2020"	836	4241507	19.7	18.3
	"Pennsylvania"	"42"	"2010"	"2010"	1592	12702379	12.5	12.0
	"Pennsylvania"	"42"	"2011"	"2011"	1751	12742886	13.7	13.2
	"Pennsylvania"	"42"	"2012"	"2012"	1656	12763536	13.0	12.5
	"Pennsylvania"	"42"	"2013"	"2013"	1799	12773801	14.1	13.5
	"Pennsylvania"	"42"	"2014"	"2014"	1829	12787209	14.3	13.4
	"Pennsylvania"	"42"	"2015"	"2015"	1910	12802503	14.9	14.1
	"Pennsylvania"	"42"	"2016"	"2016"	1981	12784227	15.5	14.8
	"Pennsylvania"	"42"	"2017"	"2017"	2041	12805537	15.9	15.1
	"Pennsylvania"	"42"	"2018"	"2018"	2020	12807060	15.8	14.9
	"Pennsylvania"	"42"	"2019"	"2019"	1907	12801989	14.9	14.1
	"Pennsylvania"	"42"	"2020 "	"2020"	1708	12783254	13.4	12.7
	"Rhode Island"	"44"	"2010"	"2010"	129	1052567	12.3	12.3
	"Rhode Island"	"44"	"2011"	"2011"	101	1051302	9.6	8.9
	"Rhode Island"	"44"	"2012"	"2012"	105	1050292	10.0	9.5
	"Rhode Island"	"44"	"2013"	"2013"	133	1051511	12.6	12.3
	"Rhode Island"	"44"	"2014"	"2014"	114	1055173	10.8	10.1
	"Rhode Island"	"44"	"2015"	"2015"	127	1056298	12.0	11.2
	"Rhode Island"	"44"	"2016"	"2016"	128	1056426	12.1	11.3
	"Rhode Island"	"44"	"2017"	"2017"	129	1059639	12.2	11.8
	"Rhode Island"	"44"	"2018"	"2018"	106	1057315	10.0	9.5
	"Rhode Island"	"44"	"2019"	"2019"	124	1059361	11.7	10.8
	"Rhode Island"	"44"	"2020 "	"2020"	94	1057125	8.9	8.5
	"South Carolina"	"45"	"2010"	"2010"	640	4625364	13.8	13.5
	"South Carolina"	"45"	"2011"	"2011"	662	4679230	14.1	13.7
	"South Carolina"	"45"	"2012"	"2012"	678	4723723	14.4	13.8
	"South Carolina"	"45"	"2013"	"2013"	699	4774839	14.6	14.0
	"South Carolina"	"45"	"2014"	"2014"	757	4832482	15.7	15.2
	"South Carolina"	"45"	"2015"	"2015"	747	4896146	15.3	15.0
	"South Carolina"	"45"	"2016"	"2016"	819	4961119	16.5	15.8
	"South Carolina"	"45"	"2017"	"2017"	839	5024369	16.7	16.3
	"South Carolina"	"45"	"2018"	"2018"	813	5084127	16.0	15.5
	"South Carolina"	"45"	"2019"	"2019"	854	5148714	16.6	16.2
	"South Carolina"	"45"	"2020 "	"2020"	869	5218040	16.7	16.3
	"South Dakota"	"46"	"2010"	"2010"	140	814180	17.2	17.5
	"South Dakota"	"46"	"2011"	"2011"	130	824082	15.8	15.9
	"South Dakota"	"46"	"2012"	"2012"	142	833354	17.0	17.0
	"South Dakota"	"46"	"2013"	"2013"	147	844877	17.4	18.0
	"South Dakota"	"46"	"2014"	"2014"	142	853175	16.6	17.2
	"South Dakota"	"46"	"2015"	"2015"	173	858469	20.2	20.4
	"South Dakota"	"46"	"2016"	"2016"	163	865454	18.8	20.2
	"South Dakota"	"46"	"2017"	"2017"	192	869666	22.1	22.6
	"South Dakota"	"46"	"2018"	"2018"	168	882235	19.0	19.4
	"South Dakota"	"46"	"2019"	"2019"	183	884659	20.7	21.0
	"South Dakota"	"46"	"2020 "	"2020"	187	892717	20.9	21.2
	"Tennessee"	"47"	"2010"	"2010"	950	6346105	15.0	14.7
	"Tennessee"	"47"	"2011"	"2011"	961	6403353	15.0	14.4
	"Tennessee"	"47"	"2012"	"2012"	985	6456243	15.3	14.7
	"Tennessee"	"47"	"2013"	"2013"	1033	6495978	15.9	15.4
	"Tennessee"	"47"	"2014"	"2014"	999	6549352	15.3	14.8
	"Tennessee"	"47"	"2015"	"2015"	1072	6600299	16.2	15.7
	"Tennessee"	"47"	"2016"	"2016"	1117	6651194	16.8	16.3
	"Tennessee"	"47"	"2017"	"2017"	1170	6715984	17.4	16.8
	"Tennessee"	"47"	"2018"	"2018"	1168	6770010	17.3	16.7
	"Tennessee"	"47"	"2019"	"2019"	1220	6829174	17.9	17.2
	"Tennessee"	"47"	"2020 "	"2020"	1222	6886834	17.7	17.2
	"Texas"	"48"	"2010"	"2010"	2912	25145561	11.6	11.8
	"Texas"	"48"	"2011"	"2011"	2915	25674681	11.4	11.6
	"Texas"	"48"	"2012"	"2012"	3060	26059203	11.7	12.0
	"Texas"	"48"	"2013"	"2013"	3086	26448193	11.7	11.8
	"Texas"	"48"	"2014"	"2014"	3278	26956958	12.2	12.3
	"Texas"	"48"	"2015"	"2015"	3418	27469114	12.4	12.5
	"Texas"	"48"	"2016"	"2016"	3516	27862596	12.6	12.7
	"Texas"	"48"	"2017"	"2017"	3809	28304596	13.5	13.5
	"Texas"	"48"	"2018"	"2018"	3959	28701845	13.8	13.8
	"Texas"	"48"	"2019"	"2019"	3907	28995881	13.5	13.5
	"Texas"	"48"	"2020 "	"2020"	3951	29360759	13.5	13.4
	"Utah"	"49"	"2010"	"2010"	478	2763885	17.3	18.5
	"Utah"	"49"	"2011"	"2011"	505	2817222	17.9	19.5
	"Utah"	"49"	"2012"	"2012"	550	2855287	19.3	21.0
	"Utah"	"49"	"2013"	"2013"	581	2900872	20.0	21.5
	"Utah"	"49"	"2014"	"2014"	560	2942902	19.0	20.6
	"Utah"	"49"	"2015"	"2015"	631	2995919	21.1	22.4
	"Utah"	"49"	"2016"	"2016"	620	3051217	20.3	21.8
	"Utah"	"49"	"2017"	"2017"	665	3101833	21.4	22.8
	"Utah"	"49"	"2018"	"2018"	666	3161105	21.1	22.3
	"Utah"	"49"	"2019"	"2019"	656	3205958	20.5	21.3
	"Utah"	"49"	"2020 "	"2020"	653	3249879	20.1	20.8
	"Vermont"	"50"	"2010"	"2010"	106	625741	16.9	15.7
	"Vermont"	"50"	"2011"	"2011"	120	626431	19.2	17.8
	"Vermont"	"50"	"2012"	"2012"	87	626011	13.9	13.0
	"Vermont"	"50"	"2013"	"2013"	113	626630	18.0	17.0
	"Vermont"	"50"	"2014"	"2014"	124	626562	19.8	18.7
	"Vermont"	"50"	"2015"	"2015"	104	626042	16.6	15.0
	"Vermont"	"50"	"2016"	"2016"	119	624594	19.1	17.5
	"Vermont"	"50"	"2017"	"2017"	112	623657	18.0	18.3
	"Vermont"	"50"	"2018"	"2018"	126	626299	20.1	19.0
	"Vermont"	"50"	"2019"	"2019"	110	623989	17.6	16.0
	"Vermont"	"50"	"2020 "	"2020"	117	623347	18.8	18.1
	"Virginia"	"51"	"2010"	"2010"	968	8001024	12.1	11.7
	"Virginia"	"51"	"2011"	"2011"	1056	8096604	13.0	12.6
	"Virginia"	"51"	"2012"	"2012"	1065	8185867	13.0	12.7
	"Virginia"	"51"	"2013"	"2013"	1075	8260405	13.0	12.6
	"Virginia"	"51"	"2014"	"2014"	1128	8326289	13.5	12.9
	"Virginia"	"51"	"2015"	"2015"	1123	8382993	13.4	12.8
	"Virginia"	"51"	"2016"	"2016"	1170	8411808	13.9	13.3
	"Virginia"	"51"	"2017"	"2017"	1181	8470020	13.9	13.4
	"Virginia"	"51"	"2018"	"2018"	1250	8517685	14.7	14.0
	"Virginia"	"51"	"2019"	"2019"	1146	8535519	13.4	12.9
	"Virginia"	"51"	"2020 "	"2020"	1207	8590563	14.1	13.5
	"Washington"	"53"	"2010"	"2010"	964	6724540	14.3	14.0
	"Washington"	"53"	"2011"	"2011"	1027	6830038	15.0	14.4
	"Washington"	"53"	"2012"	"2012"	1041	6897012	15.1	14.6
	"Washington"	"53"	"2013"	"2013"	1030	6971406	14.8	14.1
	"Washington"	"53"	"2014"	"2014"	1128	7061530	16.0	15.4
	"Washington"	"53"	"2015"	"2015"	1145	7170351	16.0	15.5
	"Washington"	"53"	"2016"	"2016"	1150	7288000	15.8	15.0
	"Washington"	"53"	"2017"	"2017"	1303	7405743	17.6	17.0
	"Washington"	"53"	"2018"	"2018"	1259	7535591	16.7	16.0
	"Washington"	"53"	"2019"	"2019"	1268	7614893	16.7	15.9
	"Washington"	"53"	"2020 "	"2020"	1224	7693612	15.9	15.4
	"West Virginia"	"54"	"2010"	"2010"	279	1852994	15.1	14.1
	"West Virginia"	"54"	"2011"	"2011"	308	1855364	16.6	16.0
	"West Virginia"	"54"	"2012"	"2012"	329	1855413	17.7	17.3
	"West Virginia"	"54"	"2013"	"2013"	327	1854304	17.6	16.7
	"West Virginia"	"54"	"2014"	"2014"	365	1850326	19.7	18.4
	"West Virginia"	"54"	"2015"	"2015"	341	1844128	18.5	17.5
	"West Virginia"	"54"	"2016"	"2016"	365	1831102	19.9	19.4
	"West Virginia"	"54"	"2017"	"2017"	394	1815857	21.7	21.1
	"West Virginia"	"54"	"2018"	"2018"	395	1805832	21.9	21.2
	"West Virginia"	"54"	"2019"	"2019"	330	1792147	18.4	18.5
	"West Virginia"	"54"	"2020 "	"2020"	354	1784787	19.8	19.4
	"Wisconsin"	"55"	"2010"	"2010"	794	5686986	14.0	13.4
	"Wisconsin"	"55"	"2011"	"2011"	747	5711767	13.1	12.8
	"Wisconsin"	"55"	"2012"	"2012"	727	5726398	12.7	12.4
	"Wisconsin"	"55"	"2013"	"2013"	853	5742713	14.9	14.4
	"Wisconsin"	"55"	"2014"	"2014"	770	5757564	13.4	13.1
	"Wisconsin"	"55"	"2015"	"2015"	887	5771337	15.4	14.8
	"Wisconsin"	"55"	"2016"	"2016"	870	5778708	15.1	14.7
	"Wisconsin"	"55"	"2017"	"2017"	929	5795483	16.0	15.4
	"Wisconsin"	"55"	"2018"	"2018"	893	5813568	15.4	14.9
	"Wisconsin"	"55"	"2019"	"2019"	852	5822434	14.6	14.1
	"Wisconsin"	"55"	"2020 "	"2020"	873	5832655	15.0	14.6
	"Wyoming"	"56"	"2010"	"2010"	131	563626	23.2	22.4
	"Wyoming"	"56"	"2011"	"2011"	132	568158	23.2	23.2
	"Wyoming"	"56"	"2012"	"2012"	171	576412	29.7	29.6
	"Wyoming"	"56"	"2013"	"2013"	130	582658	22.3	21.6
	"Wyoming"	"56"	"2014"	"2014"	120	584153	20.5	20.6
	"Wyoming"	"56"	"2015"	"2015"	157	586107	26.8	28.0
	"Wyoming"	"56"	"2016"	"2016"	144	585501	24.6	25.2
	"Wyoming"	"56"	"2017"	"2017"	157	579315	27.1	26.9
	"Wyoming"	"56"	"2018"	"2018"	148	577737	25.6	25.5
	"Wyoming"	"56"	"2019"	"2019"	170	578759	29.4	29.3
	"Wyoming"	"56"	"2020 "	"2020"	182	582328	31.3	30.5
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: CDCWonderScd1920xState"
"ICD-10 Codes: U03.0 (Terrorism involving explosions and fragments); U03.9 (Terrorism by other and unspecified means); X60-X84"
"(Intentional self-harm); Y87.0 (Sequelae of intentional self-harm); Y87.1 (Sequelae of assault); Y87.2 (Sequelae of events of"
"undetermined intent)"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 29, 2022 3:56:22 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 29, 2022 3:56:22 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"3. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"4. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
