"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Arkansas"	"05"	"White"	"2106-3"	"2015"	"2015"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	28	2404531	1.2	1.2
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	2411255	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	29	2411255	1.2	1.0
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	129	2411255	5.3	4.5
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic hepatic failure"	"K70.4"	17	2411255	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic liver disease, unspecified"	"K70.9"	12	2411255	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	53	2411255	2.2	2.4
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	51	2411255	2.1	2.1
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	172	2411255	7.1	7.5
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	28	2411255	1.2	1.4
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	2411255	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	36	2411255	1.5	1.5
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	2411255	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	24	2411255	1.0	1.1
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	18	2420319	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	2420319	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic hepatitis"	"K70.1"	19	2420319	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	109	2420319	4.5	3.8
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic hepatic failure"	"K70.4"	17	2420319	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	10	2420319	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	60	2420319	2.5	2.6
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	62	2420319	2.6	2.6
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	176	2420319	7.3	7.8
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	23	2420319	1.0	1.0
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	17	2420319	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	2420319	1.7	1.6
	"Arkansas"	"05"	"White"	"2106-3"	"2017"	"2017"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	29	2420319	1.2	1.3
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	18	2424998	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	36	2424998	1.5	1.3
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatitis"	"K70.1"	15	2424998	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	145	2424998	6.0	4.9
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatic failure"	"K70.4"	22	2424998	0.9	0.8
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	74	2424998	3.1	3.3
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	75	2424998	3.1	3.4
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	161	2424998	6.6	7.2
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to alcohol"	"X45"	19	2424998	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	2424998	Unreliable	Unreliable
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38	2424998	1.6	1.5
	"Arkansas"	"05"	"White"	"2106-3"	"2018"	"2018"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	2424998	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	90	26492434	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	118	26492434	0.4	0.5
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	370	26492434	1.4	1.5
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	22	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	33	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	21	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	14	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	23	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	16	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	12	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	35	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	152	26492434	0.6	0.6
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	60	26492434	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	15	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Degeneration of nervous system due to alcohol"	"G31.2"	15	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic cardiomyopathy"	"I42.6"	93	26492434	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic fatty liver"	"K70.0"	40	26492434	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic hepatitis"	"K70.1"	83	26492434	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic cirrhosis of liver"	"K70.3"	1357	26492434	5.1	5.6
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic hepatic failure"	"K70.4"	226	26492434	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic liver disease, unspecified"	"K70.9"	404	26492434	1.5	1.6
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Alcohol-induced chronic pancreatitis"	"K86.0"	39	26492434	0.1	0.2
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	22	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	190	26492434	0.7	0.7
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1001	26492434	3.8	3.8
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	655	26492434	2.5	2.5
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to alcohol"	"X45"	32	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	17	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	101	26492434	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	47	26492434	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	199	26492434	0.8	0.8
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	15	26492434	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	33	26492434	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"1999"	"1999"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	42	26492434	0.2	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	87	26748991	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	104	26748991	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	383	26748991	1.4	1.5
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	15	26748991	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	28	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	13	26748991	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	12	26748991	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	31	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	143	26748991	0.5	0.5
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	51	26748991	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	20	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Degeneration of nervous system due to alcohol"	"G31.2"	21	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic cardiomyopathy"	"I42.6"	91	26748991	0.3	0.4
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic fatty liver"	"K70.0"	35	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic hepatitis"	"K70.1"	104	26748991	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic cirrhosis of liver"	"K70.3"	1415	26748991	5.3	5.7
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic hepatic failure"	"K70.4"	254	26748991	0.9	1.0
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic liver disease, unspecified"	"K70.9"	422	26748991	1.6	1.7
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Alcohol-induced chronic pancreatitis"	"K86.0"	36	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	17	26748991	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	153	26748991	0.6	0.6
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	700	26748991	2.6	2.6
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	435	26748991	1.6	1.7
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to alcohol"	"X45"	27	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	20	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	89	26748991	0.3	0.4
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	38	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	169	26748991	0.6	0.7
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	24	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	30	26748991	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	61	27098184	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	114	27098184	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	395	27098184	1.5	1.6
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	20	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	40	27098184	0.1	0.2
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	10	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	14	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	32	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	108	27098184	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	28	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	11	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Degeneration of nervous system due to alcohol"	"G31.2"	19	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic cardiomyopathy"	"I42.6"	62	27098184	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic fatty liver"	"K70.0"	27	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic hepatitis"	"K70.1"	97	27098184	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic cirrhosis of liver"	"K70.3"	1492	27098184	5.5	5.9
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic hepatic failure"	"K70.4"	236	27098184	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic liver disease, unspecified"	"K70.9"	404	27098184	1.5	1.6
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Alcohol-induced chronic pancreatitis"	"K86.0"	26	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	11	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	104	27098184	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	404	27098184	1.5	1.5
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	295	27098184	1.1	1.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to alcohol"	"X45"	25	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	11	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	42	27098184	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	27098184	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	102	27098184	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	27098184	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	89	27309018	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	137	27309018	0.5	0.5
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	469	27309018	1.7	1.8
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	18	27309018	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	21	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	11	27309018	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	21	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	11	27309018	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	29	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	151	27309018	0.6	0.6
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	64	27309018	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	29	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic cardiomyopathy"	"I42.6"	85	27309018	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic fatty liver"	"K70.0"	37	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic hepatitis"	"K70.1"	113	27309018	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic cirrhosis of liver"	"K70.3"	1481	27309018	5.4	5.7
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic hepatic failure"	"K70.4"	215	27309018	0.8	0.8
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic liver disease, unspecified"	"K70.9"	393	27309018	1.4	1.5
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Alcohol-induced chronic pancreatitis"	"K86.0"	27	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	18	27309018	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	247	27309018	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	872	27309018	3.2	3.2
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	812	27309018	3.0	3.0
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to alcohol"	"X45"	42	27309018	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	22	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	93	27309018	0.3	0.4
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	70	27309018	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	265	27309018	1.0	1.0
