"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"North Dakota"	"38"	"2015"	"2015"	119	756927	15.7	15.6
	"North Dakota"	"38"	"2016"	"2016"	141	757952	18.6	18.1
	"North Dakota"	"38"	"2017"	"2017"	138	755393	18.3	17.1
	"North Dakota"	"38"	"2018"	"2018"	161	760077	21.2	20.2
	"North Dakota"	"38"	"2019"	"2019"	175	762062	23.0	22.6
	"North Dakota"	"38"	"2020 "	"2020"	209	765309	27.3	27.6
	"Ohio"	"39"	"2010"	"2010"	1496	11536504	13.0	11.3
	"Ohio"	"39"	"2011"	"2011"	1567	11544951	13.6	11.6
	"Ohio"	"39"	"2012"	"2012"	1586	11544225	13.7	11.7
	"Ohio"	"39"	"2013"	"2013"	1662	11570808	14.4	12.2
	"Ohio"	"39"	"2014"	"2014"	1743	11594163	15.0	12.5
	"Ohio"	"39"	"2015"	"2015"	1875	11613423	16.1	13.5
	"Ohio"	"39"	"2016"	"2016"	1948	11614373	16.8	13.7
	"Ohio"	"39"	"2017"	"2017"	2046	11658609	17.5	14.5
	"Ohio"	"39"	"2018"	"2018"	1953	11689442	16.7	13.7
	"Ohio"	"39"	"2019"	"2019"	2071	11689100	17.7	14.5
	"Ohio"	"39"	"2020 "	"2020"	2391	11693217	20.4	16.9
	"Oklahoma"	"40"	"2010"	"2010"	625	3751351	16.7	15.6
	"Oklahoma"	"40"	"2011"	"2011"	657	3791508	17.3	16.0
	"Oklahoma"	"40"	"2012"	"2012"	742	3814820	19.5	17.7
	"Oklahoma"	"40"	"2013"	"2013"	715	3850568	18.6	17.1
	"Oklahoma"	"40"	"2014"	"2014"	777	3878051	20.0	18.3
	"Oklahoma"	"40"	"2015"	"2015"	763	3911338	19.5	17.7
	"Oklahoma"	"40"	"2016"	"2016"	802	3923561	20.4	18.5
	"Oklahoma"	"40"	"2017"	"2017"	847	3930864	21.5	19.4
	"Oklahoma"	"40"	"2018"	"2018"	875	3943079	22.2	20.0
	"Oklahoma"	"40"	"2019"	"2019"	921	3956971	23.3	20.6
	"Oklahoma"	"40"	"2020 "	"2020"	1044	3980783	26.2	23.9
	"Oregon"	"41"	"2010"	"2010"	691	3831074	18.0	15.5
	"Oregon"	"41"	"2011"	"2011"	769	3871859	19.9	17.2
	"Oregon"	"41"	"2012"	"2012"	786	3899353	20.2	17.0
	"Oregon"	"41"	"2013"	"2013"	842	3930065	21.4	18.0
	"Oregon"	"41"	"2014"	"2014"	844	3970239	21.3	18.0
	"Oregon"	"41"	"2015"	"2015"	974	4028977	24.2	20.1
	"Oregon"	"41"	"2016"	"2016"	902	4093465	22.0	18.2
	"Oregon"	"41"	"2017"	"2017"	972	4142776	23.5	19.2
	"Oregon"	"41"	"2018"	"2018"	1020	4190713	24.3	19.7
	"Oregon"	"41"	"2019"	"2019"	994	4217737	23.6	19.2
	"Oregon"	"41"	"2020 "	"2020"	1276	4241507	30.1	24.5
	"Pennsylvania"	"42"	"2010"	"2010"	1493	12702379	11.8	9.9
	"Pennsylvania"	"42"	"2011"	"2011"	1542	12742886	12.1	10.1
	"Pennsylvania"	"42"	"2012"	"2012"	1518	12763536	11.9	9.7
	"Pennsylvania"	"42"	"2013"	"2013"	1581	12773801	12.4	10.0
	"Pennsylvania"	"42"	"2014"	"2014"	1638	12787209	12.8	10.3
	"Pennsylvania"	"42"	"2015"	"2015"	1741	12802503	13.6	10.8
	"Pennsylvania"	"42"	"2016"	"2016"	1782	12784227	13.9	11.1
	"Pennsylvania"	"42"	"2017"	"2017"	1710	12805537	13.4	10.5
	"Pennsylvania"	"42"	"2018"	"2018"	1714	12807060	13.4	10.4
	"Pennsylvania"	"42"	"2019"	"2019"	1902	12801989	14.9	11.5
	"Pennsylvania"	"42"	"2020 "	"2020"	2120	12783254	16.6	13.1
	"Rhode Island"	"44"	"2010"	"2010"	164	1052567	15.6	13.1
	"Rhode Island"	"44"	"2011"	"2011"	199	1051302	18.9	16.2
	"Rhode Island"	"44"	"2012"	"2012"	199	1050292	18.9	15.9
	"Rhode Island"	"44"	"2013"	"2013"	167	1051511	15.9	13.6
	"Rhode Island"	"44"	"2014"	"2014"	180	1055173	17.1	14.4
	"Rhode Island"	"44"	"2015"	"2015"	208	1056298	19.7	16.3
	"Rhode Island"	"44"	"2016"	"2016"	212	1056426	20.1	16.6
	"Rhode Island"	"44"	"2017"	"2017"	204	1059639	19.3	15.6
	"Rhode Island"	"44"	"2018"	"2018"	212	1057315	20.1	16.5
	"Rhode Island"	"44"	"2019"	"2019"	205	1059361	19.4	16.4
	"Rhode Island"	"44"	"2020 "	"2020"	270	1057125	25.5	20.8
	"South Carolina"	"45"	"2010"	"2010"	703	4625364	15.2	13.3
	"South Carolina"	"45"	"2011"	"2011"	713	4679230	15.2	13.2
	"South Carolina"	"45"	"2012"	"2012"	704	4723723	14.9	13.0
	"South Carolina"	"45"	"2013"	"2013"	795	4774839	16.6	14.2
	"South Carolina"	"45"	"2014"	"2014"	831	4832482	17.2	14.4
	"South Carolina"	"45"	"2015"	"2015"	859	4896146	17.5	14.6
	"South Carolina"	"45"	"2016"	"2016"	939	4961119	18.9	15.5
	"South Carolina"	"45"	"2017"	"2017"	1002	5024369	19.9	16.3
	"South Carolina"	"45"	"2018"	"2018"	951	5084127	18.7	14.9
	"South Carolina"	"45"	"2019"	"2019"	1032	5148714	20.0	16.2
	"South Carolina"	"45"	"2020 "	"2020"	1327	5218040	25.4	20.4
	"South Dakota"	"46"	"2010"	"2010"	113	814180	13.9	13.3
	"South Dakota"	"46"	"2011"	"2011"	139	824082	16.9	15.5
	"South Dakota"	"46"	"2012"	"2012"	156	833354	18.7	18.3
	"South Dakota"	"46"	"2013"	"2013"	153	844877	18.1	16.9
	"South Dakota"	"46"	"2014"	"2014"	168	853175	19.7	20.6
	"South Dakota"	"46"	"2015"	"2015"	184	858469	21.4	21.2
	"South Dakota"	"46"	"2016"	"2016"	200	865454	23.1	20.7
	"South Dakota"	"46"	"2017"	"2017"	200	869666	23.0	22.1
	"South Dakota"	"46"	"2018"	"2018"	232	882235	26.3	24.5
	"South Dakota"	"46"	"2019"	"2019"	204	884659	23.1	22.5
	"South Dakota"	"46"	"2020 "	"2020"	300	892717	33.6	32.9
	"Tennessee"	"47"	"2010"	"2010"	897	6346105	14.1	12.5
	"Tennessee"	"47"	"2011"	"2011"	985	6403353	15.4	13.6
	"Tennessee"	"47"	"2012"	"2012"	1026	6456243	15.9	13.9
	"Tennessee"	"47"	"2013"	"2013"	1090	6495978	16.8	14.6
	"Tennessee"	"47"	"2014"	"2014"	1147	6549352	17.5	15.1
	"Tennessee"	"47"	"2015"	"2015"	1162	6600299	17.6	15.0
	"Tennessee"	"47"	"2016"	"2016"	1230	6651194	18.5	15.8
	"Tennessee"	"47"	"2017"	"2017"	1319	6715984	19.6	16.4
	"Tennessee"	"47"	"2018"	"2018"	1394	6770010	20.6	17.2
	"Tennessee"	"47"	"2019"	"2019"	1406	6829174	20.6	17.3
	"Tennessee"	"47"	"2020 "	"2020"	1747	6886834	25.4	21.6
	"Texas"	"48"	"2010"	"2010"	3333	25145561	13.3	13.6
	"Texas"	"48"	"2011"	"2011"	3508	25674681	13.7	13.9
	"Texas"	"48"	"2012"	"2012"	3756	26059203	14.4	14.5
	"Texas"	"48"	"2013"	"2013"	3919	26448193	14.8	14.8
	"Texas"	"48"	"2014"	"2014"	4184	26956958	15.5	15.3
	"Texas"	"48"	"2015"	"2015"	4452	27469114	16.2	15.9
	"Texas"	"48"	"2016"	"2016"	4450	27862596	16.0	15.5
	"Texas"	"48"	"2017"	"2017"	4748	28304596	16.8	16.1
	"Texas"	"48"	"2018"	"2018"	4807	28701845	16.7	16.1
	"Texas"	"48"	"2019"	"2019"	5088	28995881	17.5	16.7
	"Texas"	"48"	"2020 "	"2020"	5981	29360759	20.4	19.3
	"Utah"	"49"	"2010"	"2010"	261	2763885	9.4	11.3
	"Utah"	"49"	"2011"	"2011"	260	2817222	9.2	10.9
	"Utah"	"49"	"2012"	"2012"	305	2855287	10.7	12.4
	"Utah"	"49"	"2013"	"2013"	298	2900872	10.3	11.8
	"Utah"	"49"	"2014"	"2014"	327	2942902	11.1	12.7
	"Utah"	"49"	"2015"	"2015"	357	2995919	11.9	13.4
	"Utah"	"49"	"2016"	"2016"	364	3051217	11.9	13.1
	"Utah"	"49"	"2017"	"2017"	356	3101833	11.5	12.8
	"Utah"	"49"	"2018"	"2018"	430	3161105	13.6	14.9
	"Utah"	"49"	"2019"	"2019"	394	3205958	12.3	13.3
	"Utah"	"49"	"2020 "	"2020"	506	3249879	15.6	16.8
	"Vermont"	"50"	"2010"	"2010"	80	625741	12.8	10.5
	"Vermont"	"50"	"2011"	"2011"	97	626431	15.5	12.3
	"Vermont"	"50"	"2012"	"2012"	71	626011	11.3	8.9
	"Vermont"	"50"	"2013"	"2013"	114	626630	18.2	14.5
	"Vermont"	"50"	"2014"	"2014"	102	626562	16.3	11.8
	"Vermont"	"50"	"2015"	"2015"	111	626042	17.7	13.8
	"Vermont"	"50"	"2016"	"2016"	102	624594	16.3	12.7
	"Vermont"	"50"	"2017"	"2017"	105	623657	16.8	13.3
	"Vermont"	"50"	"2018"	"2018"	104	626299	16.6	12.6
	"Vermont"	"50"	"2019"	"2019"	131	623989	21.0	15.1
	"Vermont"	"50"	"2020 "	"2020"	128	623347	20.5	16.3
	"Virginia"	"51"	"2010"	"2010"	875	8001024	10.9	10.0
	"Virginia"	"51"	"2011"	"2011"	938	8096604	11.6	10.5
	"Virginia"	"51"	"2012"	"2012"	1054	8185867	12.9	11.4
	"Virginia"	"51"	"2013"	"2013"	1069	8260405	12.9	11.4
	"Virginia"	"51"	"2014"	"2014"	1077	8326289	12.9	11.3
	"Virginia"	"51"	"2015"	"2015"	1218	8382993	14.5	12.6
	"Virginia"	"51"	"2016"	"2016"	1196	8411808	14.2	12.3
	"Virginia"	"51"	"2017"	"2017"	1262	8470020	14.9	12.6
	"Virginia"	"51"	"2018"	"2018"	1217	8517685	14.3	12.1
	"Virginia"	"51"	"2019"	"2019"	1368	8535519	16.0	13.4
	"Virginia"	"51"	"2020 "	"2020"	1634	8590563	19.0	16.0
	"Washington"	"53"	"2010"	"2010"	983	6724540	14.6	13.3
	"Washington"	"53"	"2011"	"2011"	969	6830038	14.2	12.7
	"Washington"	"53"	"2012"	"2012"	1112	6897012	16.1	14.3
	"Washington"	"53"	"2013"	"2013"	1218	6971406	17.5	15.5
	"Washington"	"53"	"2014"	"2014"	1168	7061530	16.5	14.4
	"Washington"	"53"	"2015"	"2015"	1280	7170351	17.9	15.5
	"Washington"	"53"	"2016"	"2016"	1195	7288000	16.4	14.3
	"Washington"	"53"	"2017"	"2017"	1280	7405743	17.3	14.8
	"Washington"	"53"	"2018"	"2018"	1293	7535591	17.2	14.8
	"Washington"	"53"	"2019"	"2019"	1410	7614893	18.5	15.9
	"Washington"	"53"	"2020 "	"2020"	1643	7693612	21.4	18.5
	"West Virginia"	"54"	"2010"	"2010"	300	1852994	16.2	13.2
	"West Virginia"	"54"	"2011"	"2011"	331	1855364	17.8	14.4
	"West Virginia"	"54"	"2012"	"2012"	332	1855413	17.9	14.5
	"West Virginia"	"54"	"2013"	"2013"	368	1854304	19.8	15.8
	"West Virginia"	"54"	"2014"	"2014"	421	1850326	22.8	17.9
	"West Virginia"	"54"	"2015"	"2015"	414	1844128	22.4	17.4
	"West Virginia"	"54"	"2016"	"2016"	430	1831102	23.5	18.3
	"West Virginia"	"54"	"2017"	"2017"	456	1815857	25.1	19.3
	"West Virginia"	"54"	"2018"	"2018"	448	1805832	24.8	18.6
	"West Virginia"	"54"	"2019"	"2019"	474	1792147	26.4	20.7
	"West Virginia"	"54"	"2020 "	"2020"	513	1784787	28.7	21.7
	"Wisconsin"	"55"	"2010"	"2010"	711	5686986	12.5	11.0
	"Wisconsin"	"55"	"2011"	"2011"	705	5711767	12.3	10.8
	"Wisconsin"	"55"	"2012"	"2012"	773	5726398	13.5	11.8
	"Wisconsin"	"55"	"2013"	"2013"	846	5742713	14.7	12.7
	"Wisconsin"	"55"	"2014"	"2014"	857	5757564	14.9	12.4
	"Wisconsin"	"55"	"2015"	"2015"	843	5771337	14.6	12.3
	"Wisconsin"	"55"	"2016"	"2016"	978	5778708	16.9	13.9
	"Wisconsin"	"55"	"2017"	"2017"	999	5795483	17.2	14.1
	"Wisconsin"	"55"	"2018"	"2018"	1035	5813568	17.8	14.7
	"Wisconsin"	"55"	"2019"	"2019"	1103	5822434	18.9	15.5
	"Wisconsin"	"55"	"2020 "	"2020"	1332	5832655	22.8	18.5
	"Wyoming"	"56"	"2010"	"2010"	109	563626	19.3	18.2
	"Wyoming"	"56"	"2011"	"2011"	114	568158	20.1	19.1
	"Wyoming"	"56"	"2012"	"2012"	138	576412	23.9	21.9
	"Wyoming"	"56"	"2013"	"2013"	119	582658	20.4	18.6
	"Wyoming"	"56"	"2014"	"2014"	125	584153	21.4	20.1
	"Wyoming"	"56"	"2015"	"2015"	182	586107	31.1	29.0
	"Wyoming"	"56"	"2016"	"2016"	147	585501	25.1	22.7
	"Wyoming"	"56"	"2017"	"2017"	159	579315	27.4	23.3
	"Wyoming"	"56"	"2018"	"2018"	175	577737	30.3	27.4
	"Wyoming"	"56"	"2019"	"2019"	197	578759	34.0	30.7
	"Wyoming"	"56"	"2020 "	"2020"	250	582328	42.9	38.7
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: CDCWonderAlc1920xState"
"ICD-10 Codes: F10.0 (Mental and behavioural disorders due to use of alcohol, acute intoxication); F10.1 (Mental and behavioural"
"disorders due to use of alcohol, harmful use); F10.2 (Mental and behavioural disorders due to use of alcohol, dependence"
"syndrome); F10.3 (Mental and behavioural disorders due to use of alcohol, withdrawal state); F10.4 (Mental and behavioural"
"disorders due to use of alcohol, withdrawal state with delirium); F10.5 (Mental and behavioural disorders due to use of alcohol,"
"psychotic disorder); F10.6 (Mental and behavioural disorders due to use of alcohol, amnesic syndrome); F10.7 (Mental and"
"behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder); F10.8 (Mental and behavioural"
"disorders due to use of alcohol, other mental and behavioural disorders); F10.9 (Mental and behavioural disorders due to use of"
"alcohol, unspecified mental and behavioural disorder); K70.0 (Alcoholic fatty liver); K70.1 (Alcoholic hepatitis); K70.2"
"(Alcoholic fibrosis and sclerosis of liver); K70.3 (Alcoholic cirrhosis of liver); K70.4 (Alcoholic hepatic failure); K70.9"
"(Alcoholic liver disease, unspecified); K73.0 (Chronic persistent hepatitis, not elsewhere classified); K73.1 (Chronic lobular"
"hepatitis, not elsewhere classified); K73.2 (Chronic active hepatitis, not elsewhere classified); K73.8 (Other chronic"
"hepatitis, not elsewhere classified); K73.9 (Chronic hepatitis, unspecified); K74.0 (Hepatic fibrosis); K74.1 (Hepatic"
"sclerosis); K74.2 (Hepatic fibrosis with hepatic sclerosis); K74.3 (Primary biliary cirrhosis); K74.4 (Secondary biliary"
"cirrhosis); K74.5 (Biliary cirrhosis, unspecified); K74.6 (Other and unspecified cirrhosis of liver); X45 (Accidental poisoning"
"by and exposure to alcohol); Y15 (Poisoning by and exposure to alcohol, undetermined intent)"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 29, 2022 3:58:23 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 29, 2022 3:58:23 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"3. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"4. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
